"contestKey","contestLongName","districtName","jurisdictionName","choiceKey","choiceName","partyShortName","r1106_eb","r1106","r1108","r1109","r1110","r1111","r1112","r1113","r1114","r1115","r1116","r1117","r1119"
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","State",6435,"Gosar, Paul","REP",113728,42358,6886,9246,5894,2912,3158,1019,2013,731,409,324,164
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Gila",6435,"Gosar, Paul","REP",6820,1417,1215,116,225,0,0,0,0,1,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Maricopa",6435,"Gosar, Paul","REP",8321,2628,1009,403,614,142,282,108,258,165,221,324,164
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Mohave",6435,"Gosar, Paul","REP",30097,15540,761,2879,2437,0,146,487,144,1,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Pinal",6435,"Gosar, Paul","REP",14328,7476,2079,3329,1332,1596,2730,0,1611,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yavapai",6435,"Gosar, Paul","REP",44556,9502,1228,1899,1286,1174,0,424,0,177,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yuma",6435,"Gosar, Paul","REP",9606,2649,594,620,0,0,0,0,0,0,188,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","State",6876,"Knauer, Haryaksha Gregor","GRN",1929,879,184,253,126,79,89,24,66,18,10,13,2
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Gila",6876,"Knauer, Haryaksha Gregor","GRN",106,28,23,2,9,0,0,0,0,1,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Maricopa",6876,"Knauer, Haryaksha Gregor","GRN",115,44,33,3,12,1,1,4,8,5,4,13,2
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Mohave",6876,"Knauer, Haryaksha Gregor","GRN",507,305,15,88,49,0,4,11,2,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Pinal",6876,"Knauer, Haryaksha Gregor","GRN",273,150,60,88,32,46,84,0,56,0,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yavapai",6876,"Knauer, Haryaksha Gregor","GRN",798,233,34,59,24,32,0,9,0,5,0,0,0
1687,"U.S. Representative in Congress - District No. 4","Congressional District 4","Yuma",6876,"Knauer, Haryaksha Gregor","GRN",130,50,19,13,0,0,0,0,0,0,6,0,0
